"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","20.15","95712540.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","51.5011","38625928.0022","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/grid",
"CIBR","First Trust NASDAQ Cybersecurity ETF","26.76","647592053.52","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cibr",
"FTXG","First Trust Nasdaq Food & Beverage ETF","19.11","955538.22","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxg",
"CARZ","First Trust NASDAQ Global Auto Index Fund","40.272","20136080.544","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/carz",
"FTXN","First Trust Nasdaq Oil & Gas ETF","25.17","27687050.34","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxn",
"FTXH","First Trust Nasdaq Pharmaceuticals ETF","21.495","3224292.99","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxh",
"FTXD","First Trust Nasdaq Retail ETF","21.611","1080593.222","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxd",
"FTXL","First Trust Nasdaq Semiconductor ETF","34.69","46831569.38","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxl",
"FONE","First Trust NASDAQ Smartphone Index Fund","50.75","15225101.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fone",
"TDIV","First Trust NASDAQ Technology Dividend Index Fund","36.81","887305050","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tdiv",
"FTXR","First Trust Nasdaq Transportation ETF","24.8801","3732064.7602","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftxr",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","60.75","552825121.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","49.1899","91001413.3798","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","80.14","2608557160.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","26.64","194472053.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/airr",
"QINC","First Trust RBA Quality Income ETF","24.76","29712049.52","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qinc",
"RDVY","First Trust Rising Dividend Achievers ETF","30.4","518320060.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rdvy",
"RFAP","First Trust RiverFront Dynamic Asia Pacific ETF","60.0631","63066375.1262","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfap",
"RFDI","First Trust RiverFront Dynamic Developed International ETF","64.19","673995128.38","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfdi",
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","72.28","155402144.56","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfem",
"RFEU","First Trust RiverFront Dynamic Europe ETF","65.51","173601631.02","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rfeu",
"FTSL","First Trust Senior Loan Fund ETF","47.905","1544936345.81","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ftsl",
"FYX","First Trust Small Cap Core AlphaDEX Fund","65.35","604487630.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyx",
"FYC","First Trust Small Cap Growth AlphaDEX Fund","47.98","263890095.96","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyc",
"RNSC","First Trust Small Cap US Equity Select ETF","22.33","4466044.66","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnsc",
"FYT","First Trust Small Cap Value AlphaDEX Fund","37.92","66360075.84","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fyt",
"SDVY","First Trust SMID Cap Rising Dividend Achievers ETF","21.0255","4205142.051","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sdvy",
"FKO","First Trust South Korea AlphaDEX Fund","28.16","2816056.32","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fko",
"FCVT","First Trust SSI Strategic Convertible Securities ETF","30.33","151650060.66","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fcvt",
"FDIV","First Trust Strategic Income ETF","49.021","85786848.042","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fdiv",
"FSZ","First Trust Switzerland AlphaDEX Fund","52.29","256221104.58","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fsz",
"FIXD","First Trust TCW Opportunistic Fixed Income ETF","49.37","269066598.74","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fixd",
"TUSA","First Trust Total US Market AlphaDEX ETF","34.3848","17192468.7696","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tusa",
"FKU","First Trust United Kingdom AlphaDEX Fund","42.2108","12663324.4216","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/fku",
"RNDV","First Trust US Equity Dividend Select ETF","21.54","4308043.08","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rndv",
"FUNC","First United Corporation","20.15","142408613.75","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/func",
"FUSB","First US Bancshares, Inc.","11.125","67720812","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fusb",
"SVVC","Firsthand Technology Value Fund, Inc.","12.21","89159202.66","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/svvc",
"FSV","FirstService Corporation","70.3","2431921714.3","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/fsv",
"FISV","Fiserv, Inc.","73.31","30015809168.84","n/a","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","71.39","3970596647.93","n/a","2012","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","18.27","643273710.03","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fprx",
"FVE","Five Star Senior Living Inc.","1.3","65698001.2","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/fve",
"FIVN","Five9, Inc.","35.59","2052969965.41","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/fivn",
"FLEX","Flex Ltd.","13.95","7360931227.95","n/a","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/flex",
"FLKS","Flex Pharma, Inc.","3.52","63407632.64","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","27","1016196030","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","48.95","58740048.95","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/skor",
"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","50.2259","27624295.2259","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lkor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","23.115","50853023.115","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mbsd",
"ASET","FlexShares Real Assets Allocation Index Fund","28.035","11914903.035","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aset",
"ESGG","FlexShares STOXX Global ESG Impact Index Fund","96.37","72277596.37","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgg",
"ESG","FlexShares STOXX US ESG Impact Index Fund","64.86","25944064.86","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esg",
"QLC","FlexShares US Quality Large Cap Index Fund","34.42","46467034.42","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qlc",
"FPAY","FlexShopper, Inc.","3","15883503","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/fpay",
"FLXS","Flexsteel Industries, Inc.","36.75","288667685.25","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/flxs",
"FLIR","FLIR Systems, Inc.","54.73","7509738912.65","n/a","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/flir",
"FLNT","Fluent, Inc.","2.825","212490974.3","n/a","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/flnt",
"FLDM","Fluidigm Corporation","5.56","216374177.64","n/a","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","27.01","770379787.21","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ffic",
"FNBG","FNB Bancorp","38.48","288339259.52","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fnbg",
"FNCB","FNCB Bancorp Inc.","9.2482","155084989.4256","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fncb",
"FOMX","Foamix Pharmaceuticals Ltd.","5.15","208594497.9","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/fomx",
"FONR","Fonar Corporation","26.9","172567830.9","n/a","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/fonr",
"FSCT","ForeScout Technologies, Inc.","30.05","1207427510.8","n/a","2017","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/fsct",
"FRSX","Foresight Autonomous Holdings Ltd.","2.9703","3674884.863","1237210","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/frsx",
"FORM","FormFactor, Inc.","14.1","1029749282.4","n/a","2003","Technology","Semiconductors","https://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","38.05","6703687.05","176181","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","42.45","763420800","n/a","1996","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/forr",
"FRTA","Forterra, Inc.","8.4","539482104","n/a","2016","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/frta",
"FTNT","Fortinet, Inc.","61.97","10416978216.55","n/a","2009","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ftnt",
"FBIO","Fortress Biotech, Inc.","3.41","180396317.86","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fbio",
"FBIOP","Fortress Biotech, Inc.","22","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fbiop",
"FWRD","Forward Air Corporation","60.32","1774312619.04","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","1.54","14655493.16","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","2.9103","33422714.6355","11484285","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","23.71","1167453963.35","n/a","1993","Consumer Non-Durables","Consumer Specialties","https://www.nasdaq.com/symbol/fosl",
"FMI","Foundation Medicine, Inc.","102.85","3809332998.9","n/a","2013","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/fmi",
"FOXF","Fox Factory Holding Corp.","40.45","1523862211.65","n/a","2013","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/foxf",
"FRAN","Francesca&#39;s Holdings Corporation","5.96","215140003.36","n/a","2011","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/fran",
